book_id,goodreads_book_id,authors,original_publication_year,title,language_code
347,121749,C.S. Lewis,1951.0,"Prince Caspian (Chronicles of Narnia, #2)",eng
348,16143347,E. Lockhart,2014.0,We Were Liars,eng
349,11590,Stephen King,1975.0,'Salem's Lot,eng
350,7745,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas,eng
351,10025305,Cassandra Clare,2011.0,"Clockwork Prince (The Infernal Devices, #2)",eng
352,20910157,Amy Poehler,2014.0,Yes Please,eng
353,12996,William Shakespeare,1603.0,Othello,eng
354,6149,Toni Morrison,1987.0,Beloved,eng
355,3236307,Kristin Cashore,2008.0,"Graceling (Graceling Realm, #1)",eng
356,78411,"Lemony Snicket, Brett Helquist",1999.0,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng
357,355697,"Erich Maria Remarque, A.W. Wheen",1929.0,All Quiet on the Western Front,eng
358,191139,Dr. Seuss,1990.0,"Oh, The Places You'll Go!",eng
359,16115612,Khaled Hosseini,2012.0,And the Mountains Echoed,eng
360,7082,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,eng
361,18254,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,eng
362,11149,C.S. Lewis,1942.0,The Screwtape Letters,eng
363,6936382,Stephanie Perkins,2010.0,"Anna and the French Kiss (Anna and the French Kiss, #1)",eng
364,113946,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,eng
365,5805,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,eng
366,2203,David McCullough,2001.0,John Adams,eng
367,14995,Dean Koontz,2003.0,"Odd Thomas (Odd Thomas, #1)",eng
368,119324,Philip Pullman,1997.0,"The Subtle Knife (His Dark Materials, #2)",eng
369,22232,Jerry Spinelli,2000.0,"Stargirl (Stargirl, #1)",eng
370,7090447,Rick Riordan,2010.0,"The Red Pyramid (Kane Chronicles, #1)",eng
371,350,Robert A. Heinlein,1961.0,Stranger in a Strange Land,eng
372,10176,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,eng
373,6319,"Roald Dahl, Quentin Blake",1982.0,The BFG,eng
374,21,Bill Bryson,2003.0,A Short History of Nearly Everything,eng
375,1852,Jack London,1903.0,The Call of the Wild,eng
376,7864437,James Dashner,2011.0,"The Death Cure (Maze Runner, #3)",eng
377,16793,Neil Gaiman,1999.0,Stardust,eng
378,33917,Jhumpa Lahiri,2003.0,The Namesake,eng
379,8667848,Deborah Harkness,2011.0,"A Discovery of Witches (All Souls Trilogy, #1)",eng
380,11297,"Haruki Murakami, Jay Rubin",1987.0,Norwegian Wood,eng
381,5168,Billie Letts,1995.0,Where the Heart Is,eng
382,6567017,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson",eng
383,1241,James Frey,2003.0,A Million Little Pieces,eng
384,2282133,Richelle Mead,2008.0,"Frostbite (Vampire Academy, #2)",eng
385,8520610,Susan Cain,2012.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng
386,233818,Scott O'Dell,1960.0,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",eng
387,17250,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,eng
388,50,Gary Paulsen,1986.0,"Hatchet (Brian's Saga, #1)",eng
389,68428,Brandon Sanderson,2006.0,"The Final Empire (Mistborn, #1)",eng
390,51496,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde,eng
391,7784,Dr. Seuss,1971.0,The Lorax,eng
392,389627,Jeff Kinney,2004.0,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",eng
393,7896527,Sarah J. Maas,2012.0,"Throne of Glass (Throne of Glass, #1)",eng
394,2802316,Richelle Mead,2008.0,"Shadow Kiss (Vampire Academy, #3)",eng
395,46170,Ernest Hemingway,1940.0,For Whom the Bell Tolls,eng
396,3367956,Jamie Ford,2009.0,Hotel on the Corner of Bitter and Sweet,eng
397,343,"Patrick Süskind, John E. Woods",1985.0,Perfume: The Story of a Murderer,eng
398,1097,Eric Schlosser,2001.0,Fast Food Nation: The Dark Side of the All-American Meal,eng
399,3950967,J.K. Rowling,2007.0,The Tales of Beedle the Bard,eng
400,22328,William Gibson,1984.0,Neuromancer,eng
401,10799,Ernest Hemingway,1929.0,A Farewell to Arms,eng
402,391729,Edgar Allan Poe,1843.0,The Tell-Tale Heart and Other Writings,eng
403,10534,"Sun Tzu, Thomas Cleary",-500.0,The Art of War,eng
404,11367726,William Landay,2012.0,Defending Jacob,eng
405,4980,Kurt Vonnegut Jr.,1973.0,Breakfast of Champions,eng
406,627206,Betty Edwards,1979.0,The New Drawing on the Right Side of the Brain,eng
407,5826,Ann Patchett,2001.0,Bel Canto,eng
408,1842,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies",eng
409,9375,Fannie Flagg,1987.0,Fried Green Tomatoes at the Whistle Stop Cafe,
410,37781,Chinua Achebe,1958.0,"Things Fall Apart (The African Trilogy, #1)",eng
411,33722,Sophie Kinsella,2005.0,The Undomestic Goddess,eng
412,567795,Gary Chapman,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,eng
413,7190,Alexandre Dumas,1844.0,The Three Musketeers,
414,6948436,Chris Cleave,2008.0,Little Bee,eng
415,3975774,Alyson Noel,2009.0,"Evermore (The Immortals, #1)",eng
416,6327,"Roald Dahl, Quentin Blake",1983.0,The Witches,eng
417,40440,Diane Setterfield,2006.0,The Thirteenth Tale,eng
418,6479259,Richelle Mead,2010.0,"Spirit Bound (Vampire Academy, #5)",eng
419,5996153,Richelle Mead,2009.0,"Blood Promise (Vampire Academy, #4)",eng
420,3478,Nicholas Sparks,1998.0,Message in a Bottle,eng
421,8683812,Paula McLain,2011.0,The Paris Wife,eng
422,862041,J.K. Rowling,1998.0,"Harry Potter Boxset (Harry Potter, #1-7)",eng
423,16248068,Kiera Cass,2013.0,"The Elite (The Selection, #2)",eng
424,119073,"Umberto Eco, William Weaver, Seán Barrett",1980.0,The Name of the Rose,eng
425,46799,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,eng
426,310612,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,eng
427,92303,Oscar Wilde,1895.0,The Importance of Being Earnest,eng
428,12127750,Rick Riordan,2012.0,"The Mark of Athena (The Heroes of Olympus, #3)",eng
429,34497,Terry Pratchett,1983.0,"The Color of Magic (Discworld, #1; Rincewind #1)",eng
430,4929,"Haruki Murakami, Philip Gabriel",2002.0,Kafka on the Shore,eng
431,28877,Thomas Harris,1981.0,"Red Dragon (Hannibal Lecter, #1)",eng
432,41804,Isaac Asimov,1950.0,"I, Robot (Robot #0.1)",eng
433,42899,J.R. Ward,2005.0,"Dark Lover (Black Dagger Brotherhood, #1)",eng
434,7791997,Becca Fitzpatrick,2010.0,"Crescendo (Hush, Hush, #2)",eng
435,6482837,Lauren Oliver,2010.0,Before I Fall,eng
436,9777,Arundhati Roy,1997.0,The God of Small Things,eng
437,18079776,Sue Monk Kidd,2014.0,The Invention of Wings,eng
438,6469165,Liane Moriarty,2009.0,What Alice Forgot,eng
439,3869,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time,eng
440,7315573,Ken Follett,2010.0,"Fall of Giants (The Century Trilogy, #1)",eng
441,6320534,Stephen King,2009.0,Under the Dome,eng
442,830,Neal Stephenson,1992.0,Snow Crash,eng
443,51738,Sarah Dessen,2006.0,Just Listen,eng
444,99107,"A.A. Milne, Ernest H. Shepard",1926.0,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng
445,9736930,S.J. Watson,2011.0,Before I Go to Sleep,eng
446,102868,Arthur Conan Doyle,1887.0,A Study in Scarlet,eng
447,2248573,Christopher Paolini,2008.0,"Brisingr (The Inheritance Cycle, #3)",eng
448,56495,Rick Warren,2002.0,The Purpose Driven Life: What on Earth Am I Here for?,eng
449,676924,"P.C. Cast, Kristin Cast",2007.0,"Betrayed (House of Night, #2)",eng
450,47212,Jim Butcher,2000.0,"Storm Front (The Dresden Files, #1)",eng
451,50398,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,eng
452,16101128,Rick Yancey,2013.0,"The 5th Wave (The 5th Wave, #1)",eng
453,10920,Charles Frazier,1997.0,Cold Mountain,eng
454,767680,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,eng
455,42155,Emily Giffin,2005.0,"Something Blue (Darcy & Rachel, #2)",eng
456,12220,Tennessee Williams,1947.0,A Streetcar Named Desire,eng
457,10692,Elizabeth Kostova,2005.0,The Historian,eng
458,20170404,Emily St. John Mandel,2014.0,Station Eleven,eng
459,18774964,"Fredrik Backman, Henning Koch",2012.0,A Man Called Ove,eng
460,18335634,Cassandra Clare,2013.0,"Clockwork Princess (The Infernal Devices, #3)",eng
461,1078,Pearl S. Buck,1931.0,"The Good Earth (House of Earth, #1)",eng
462,2784,John Berger,1972.0,Ways of Seeing,eng
463,5364,Diana Gabaldon,1992.0,"Dragonfly in Amber (Outlander, #2)",eng
464,1923820,Anonymous,1611.0,Holy Bible: King James Version,eng
465,14758,Jennifer Weiner,2002.0,In Her Shoes,
466,659469,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit: Graphic Novel,eng
467,297673,Junot Díaz,2007.0,The Brief Wondrous Life of Oscar Wao,eng
468,37415,Zora Neale Hurston,1937.0,Their Eyes Were Watching God,eng
469,41899,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,eng
470,17851885,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng
471,45032,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,eng
472,4069,Viktor E. Frankl,1946.0,Man's Search for Meaning,eng
473,237209,Tana French,2007.0,"In the Woods (Dublin Murder Squad, #1)",eng
474,14743,Richard Dawkins,2006.0,The God Delusion,eng
475,8492825,Gayle Forman,2011.0,"Where She Went (If I Stay, #2)",eng
476,7069,John Irving,1978.0,The World According to Garp,eng
477,78129,Lee Child,1997.0,"Killing Floor (Jack Reacher, #1)",eng
478,2932,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,Robinson Crusoe,eng
479,28862,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,The Prince,eng
480,18122,Philip Pullman,2000.0,"The Amber Spyglass (His Dark Materials, #3)",eng
481,43889,Terry Goodkind,1994.0,"Wizard's First Rule (Sword of Truth, #1)",eng
482,6837103,Kathleen Grissom,2010.0,The Kitchen House,eng
483,5113,J.D. Salinger,1961.0,Franny and Zooey,eng
484,29059,Chuck Palahniuk,2001.0,Choke,eng
485,4934,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,The Brothers Karamazov,eng
486,307791,Jeanne DuPrau,2003.0,"The City of Ember (Book of Ember, #1)",eng
487,7670,Michael Crichton,1969.0,The Andromeda Strain,
488,11566,Stephen King,1996.0,The Green Mile,eng
489,2547,Kahlil Gibran,1923.0,The Prophet,eng
490,15196,Art Spiegelman,1985.0,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",eng
491,2866718,"P.C. Cast, Kristin Cast",2008.0,"Untamed (House of Night, #4)",eng
492,7967,Orson Scott Card,1986.0,"Speaker for the Dead (Ender's Saga, #2)",eng
493,11138,C.S. Lewis,1952.0,Mere Christianity,eng
494,29044,Donna Tartt,1992.0,The Secret History,eng
495,4953,Dave Eggers,2000.0,A Heartbreaking Work of Staggering Genius,eng
496,1295,Jean M. Auel,1980.0,"The Clan of the Cave Bear (Earth's Children, #1)",eng
497,3685,Anna Sewell,1877.0,Black Beauty,eng
498,656,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0,War and Peace,eng
499,28676,Bret Easton Ellis,1991.0,American Psycho,eng
500,38980,Meg Cabot,2000.0,"The Princess Diaries (The Princess Diaries, #1)",eng
501,7061,Alexander McCall Smith,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",eng
502,138398,"Robert Kirkman, Tony Moore",2004.0,"The Walking Dead, Vol. 01: Days Gone Bye",eng
503,70535,Arthur C. Clarke,1968.0,"2001: A Space Odyssey (Space Odyssey, #1)",eng
504,11422,Francine Rivers,1991.0,Redeeming Love,eng
505,27523,"Tim LaHaye, Jerry B. Jenkins",1995.0,"Left Behind (Left Behind, #1)",eng
506,18635016,Kiera Cass,2014.0,"The One (The Selection, #3)",eng
507,7938275,Suzanne Collins,2010.0,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng
508,1869,Barbara Ehrenreich,2001.0,Nickel and Dimed: On (Not) Getting By in America,eng
509,1358844,Sophie Kinsella,2008.0,Remember Me?,eng
510,233649,Robert Jordan,1990.0,"The Great Hunt (Wheel of Time, #2)",eng
511,6534,Patricia Cornwell,1990.0,"Postmortem (Kay Scarpetta, #1)",eng
512,23919,Edgar Allan Poe,1849.0,The Complete Stories and Poems,eng
513,561909,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971.0,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,eng
514,3590,Arthur Conan Doyle,1892.0,The Adventures of Sherlock Holmes,eng
515,16735,Pat Conroy,1986.0,The Prince of Tides,eng
516,3985,Michael Chabon,2000.0,The Amazing Adventures of Kavalier & Clay,eng
517,4268157,Simone Elkeles,2008.0,"Perfect Chemistry (Perfect Chemistry, #1)",eng
518,34268,"J.M. Barrie, Michael Hague",1904.0,Peter Pan,eng
519,24768,Scott Westerfeld,2005.0,"Pretties (Uglies, #2)",eng
520,11275,"Haruki Murakami, Jay Rubin",1994.0,The Wind-Up Bird Chronicle,eng
521,79885,Michael Connelly,2005.0,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng
522,49628,David Mitchell,2004.0,Cloud Atlas,eng
523,133518,Tim O'Brien,1990.0,The Things They Carried,eng
524,114683,Banksy,1988.0,Wall and Piece,eng
525,9593911,Lauren Oliver,2012.0,"Pandemonium (Delirium, #2)",eng
526,17231,Jeff Lindsay,2004.0,"Darkly Dreaming Dexter (Dexter, #1)",eng
527,110494,Charlaine Harris,2002.0,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng
528,34897,Robert Jordan,1991.0,"The Dragon Reborn (Wheel of Time, #3)",eng
529,7733,"Jonathan Swift, Robert DeMaria Jr.",1726.0,Gulliver's Travels,eng
530,12957,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598.0,Much Ado About Nothing,eng
531,52357,"Unknown, Seamus Heaney",975.0,Beowulf,eng
532,59980,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987.0,Batman: Year One,eng
533,24817626,Harper Lee,2015.0,Go Set a Watchman,eng
534,1044355,David Sedaris,2008.0,When You Are Engulfed in Flames,eng
535,8490112,Laini Taylor,2011.0,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng
536,17878931,Victoria Aveyard,2015.0,"Red Queen (Red Queen, #1)",eng
537,12609433,Charles Duhigg,2011.0,The Power of Habit: Why We Do What We Do in Life and Business,eng
538,386187,John Berendt,1994.0,Midnight in the Garden of Good and Evil,eng
539,15717943,Colleen Hoover,2012.0,"Hopeless (Hopeless, #1)",eng
540,3008,"Frances Hodgson Burnett, Nancy Bond",1905.0,A Little Princess,eng
541,51737,Sarah Dessen,2004.0,The Truth About Forever,eng
542,84119,C.S. Lewis,1954.0,"The Horse and His Boy (Chronicles of Narnia, #5)",eng
543,6527740,Richelle Mead,2010.0,"Last Sacrifice (Vampire Academy, #6)",eng
544,77767,"Laura Ingalls Wilder, Garth Williams",1935.0,"Little House on the Prairie (Little House, #2)",eng
545,144974,"Margery Williams Bianco, William   Nicholson",1922.0,The Velveteen Rabbit,eng
546,629,Robert M. Pirsig,1974.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng
547,8909,"H.G. Wells, Arthur C. Clarke",1897.0,The War of the Worlds,eng
548,162085,Sara Shepard,2006.0,"Pretty Little Liars (Pretty Little Liars, #1)",eng
549,231850,Don Freeman,1948.0,Corduroy,eng
550,3109,Michael Pollan,2006.0,The Omnivore's Dilemma: A Natural History of Four Meals,eng
551,15790842,Kate Atkinson,2013.0,Life After Life,eng
552,3462,Nicholas Sparks,2000.0,The Rescue,eng
553,107291,Stephen King,1991.0,Needful Things,
554,10987,Diana Gabaldon,1993.0,"Voyager (Outlander, #3)",eng
555,117251,"Kenneth Branagh, William Shakespeare",1996.0,"Hamlet: Screenplay, Introduction And Film Diary",eng
556,10603,Stephen King,1981.0,Cujo,spa
557,10956,Jeffrey Eugenides,1993.0,The Virgin Suicides,eng
558,140077,Charlaine Harris,2004.0,"Dead to the World (Sookie Stackhouse, #4)",eng
559,32261,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891.0,Tess of the D'Urbervilles,eng
560,2175,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856.0,Madame Bovary,eng
561,378,"Norton Juster, Jules Feiffer",1961.0,The Phantom Tollbooth,eng
562,7235533,Brandon Sanderson,2010.0,"The Way of Kings (The Stormlight Archive, #1)",eng
563,140082,Charlaine Harris,2003.0,"Club Dead (Sookie Stackhouse, #3)",eng
564,248704,Ned Vizzini,2006.0,It's Kind of a Funny Story,eng
565,68429,Brandon Sanderson,2007.0,"The Well of Ascension (Mistborn, #2)",eng
566,25041504,Jojo Moyes,2015.0,"After You (Me Before You, #2)",eng
567,10032672,Vanessa Diffenbaugh,2011.0,The Language of Flowers,eng
568,59960,"Frank Miller, Klaus Janson, Lynn Varley",1986.0,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng
569,13152,James Patterson,2005.0,"The Angel Experiment (Maximum Ride, #1)",eng
570,285092,Nick Hornby,1995.0,High Fidelity,eng
571,15925,Nicholas Sparks,2003.0,The Guardian,eng
572,46756,Margaret Atwood,2003.0,"Oryx and Crake (MaddAddam, #1)",eng
573,1274,John Gray,1998.0,"Men Are from Mars, Women Are from Venus",eng
574,33313,Anthony Bourdain,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,eng
575,7669,Michael Crichton,1999.0,Timeline,eng
576,19380,Voltaire,1759.0,Candide,eng
577,84981,Natalie Babbitt,1975.0,Tuck Everlasting,eng
578,10629,"Stephen King, Marie Milpois",1983.0,Christine,fre
579,197084,P.D. Eastman,1960.0,Are You My Mother?,eng
580,222078,E.H. Gombrich,1950.0,The Story of Art,eng
581,13206760,Marissa Meyer,2013.0,"Scarlet (The Lunar Chronicles, #2)",eng
582,69571,Robert T. Kiyosaki,1997.0,"Rich Dad, Poor Dad",eng
583,10637766,Becca Fitzpatrick,2011.0,"Silence (Hush, Hush, #3)",eng
584,6101718,Lev Grossman,2009.0,The Magicians (The Magicians #1),eng
585,13615,"Tsugumi Ohba, Takeshi Obata",2004.0,"Death Note, Vol. 1: Boredom (Death Note, #1)",eng
586,3682,Libba Bray,2003.0,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng
587,256566,Jonathan Safran Foer,2002.0,Everything Is Illuminated,eng
588,15769,Robert Ludlum,1986.0,"The Bourne Supremacy (Jason Bourne, #2)",eng
589,16056408,Tammara Webber,2012.0,"Easy (Contours of the Heart, #1)",eng
590,58696,"Charles Dickens, Jeremy Tambling",1849.0,David Copperfield,eng
591,693208,"Sherman Alexie, Ellen Forney",2007.0,The Absolutely True Diary of a Part-Time Indian,eng
592,117833,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967.0,The Master and Margarita,eng
593,13642,Ursula K. Le Guin,1968.0,"A Wizard of Earthsea (Earthsea Cycle, #1)",eng
594,357664,"Kate DiCamillo, Chris Sheban",2000.0,Because of Winn-Dixie,eng
595,5148,John Knowles,1959.0,A Separate Peace,eng
596,5349,John Grisham,1995.0,The Rainmaker,eng
597,3836,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605.0,Don Quixote,eng
598,45107,Robin Hobb,1995.0,"Assassin's Apprentice (Farseer Trilogy, #1)",eng
599,8695,Douglas Adams,1980.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng
600,7740152,Lauren Kate,2010.0,"Torment (Fallen, #2)",eng
601,19321,Beatrix Potter,1901.0,The Tale of Peter Rabbit,eng
602,65641,"C.S. Lewis, Pauline Baynes",1953.0,"The Silver Chair (Chronicles of Narnia, #4)",eng
603,2767793,Brandon Sanderson,2008.0,"The Hero of Ages (Mistborn, #3)",eng
604,68783,Susanna Kaysen,1993.0,"Girl, Interrupted",eng
605,40173,Chelsea Handler,2007.0,"Are You There, Vodka? It's Me, Chelsea",
606,71728,"Richard Bach, Russell Munson",1970.0,Jonathan Livingston Seagull,eng
607,8755785,Cassandra Clare,2014.0,"City of Heavenly Fire (The Mortal Instruments, #6)",eng
608,310259,"Robert Munsch, Sheila McGraw",1986.0,Love You Forever,eng
609,10567,Stephen King,2006.0,Cell,eng
610,16158542,Daniel James Brown,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng
611,7332,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0,The Silmarillion (Middle-Earth Universe),eng
612,5094,Stephen King,1987.0,"The Drawing of the Three (The Dark Tower, #2)",eng
613,3407877,Kate Morton,2008.0,The Forgotten Garden,eng
614,17690,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925.0,The Trial,eng
615,22205,Sarah Dessen,2002.0,This Lullaby,eng
616,14864,Jodi Picoult,2000.0,Plain Truth,eng
617,6314763,Piper Kerman,2010.0,Orange Is the New Black,eng
618,8921,"Arthur Conan Doyle, Anne Perry",1902.0,The Hound of the Baskervilles,eng
619,11468377,Daniel Kahneman,2011.0,"Thinking, Fast and Slow",eng
620,402045,Marion Zimmer Bradley,1982.0,"The Mists of Avalon (Avalon, #1)",eng
621,37732,Judy Blume,1970.0,"Are You There God? It's Me, Margaret",eng
622,15926,Nicholas Sparks,2002.0,Nights in Rodanthe,eng
623,18775247,Stephen King,2014.0,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng
624,140075,Charlaine Harris,2007.0,"All Together Dead (Sookie Stackhouse, #7)",eng
625,5166,Chris Bohjalian,1997.0,Midwives,eng
626,420282,Chris Van Allsburg,1985.0,The Polar Express,eng
627,125507,"Jon Scieszka, Lane Smith",1989.0,The True Story of the 3 Little Pigs,eng
628,32682,Tom Clancy,1987.0,"Patriot Games (Jack Ryan Universe, #2)",eng
